id,fen,solution,rating,theme
m4BNd,8/4k1p1/3pnp1p/3P4/4PP1P/4K3/5P2/8 w - - 0 49,d5e6 e7e6 f4f5,891,어트랙션
00MWz,8/8/2B5/4pK2/3k1pPp/7P/8/6n1 w - - 4 58,g4g5 g1e2 g5g6,891,결정적 우위
0fAUB,6k1/5pp1/p6p/1p2p3/4n3/4B2P/P2R1PPK/2r5 w - - 4 28,d2d8 g8h7 e3c1,891,디스커버드 어택
02znl,5rk1/3q1p1p/3p4/2pN1p2/6P1/2P1BN2/1b1K3P/3R4 w - - 0 23,d5f6 g8g7 f6d7,891,포크
0GJpk,8/r1p5/3k4/3p1p2/3N4/4K3/4B3/8 w - - 0 58,d4b5 d6e5 b5a7,891,포크
0I481,5rk1/pp3q1p/6p1/8/P1p1r3/1R1p1P1P/1P4P1/3Q1RK1 w - - 0 28,f3e4 f7f1 d1f1 f8f1 g1f1,891,매달린 기물
3p4k8,r2q2k1/pp3ppp/2p2n2/P1n5/2PP4/3Q4/3N1PPP/R3N1K1 w - - 1 17,d4c5 d8d3 e1d3,891,매달린 기물
1wel0,5rk1/1p4pp/p2p4/2PNp1b1/4Q3/2PR4/q4PPP/3R2K1 b - - 0 24,a2f2 g1h1 f2f1 d1f1 f8f1,891,메이트 3수
0o1Iz,r1bqkbnr/pppp1ppp/2n5/8/8/2Q2N2/PPP1PPPP/RNB1KB1R b KQkq - 2 4,f8b4 c1d2 b4c3,891,핀
4Jkqu,1k6/6r1/1PpNn3/3pP2p/3P4/3R2P1/6KP/8 b - - 2 44,e6f4 g2f3 f4d3,891,핀
3xCbM,8/1p3p2/1K4p1/2P1k3/8/8/8/8 w - - 2 47,b6b7 f7f5 c5c6 f5f4 c6c7 f4f3 c7c8q,891,승격
4v7gT,1r6/1bpk1p2/B1p1p3/3p3q/1Q6/2P1P1P1/PP1K1PP1/R7 b - - 0 24,b7a6 b4b8 h5e2,891,희생
CPtjo,1b6/8/p7/1p1pPk2/1P1P2p1/P3K1B1/8/8 w - - 5 43,e5e6 b8g3 e6e7 g3d6 e7e8q,891,희생
0Z7Lj,1R6/5pp1/3kp1p1/8/1p6/3rP1PP/1K3P2/8 w - - 12 52,b8d8 d6e5 d8d3,891,스큐어
13X0I,8/p3k2p/1pp1P1r1/3pK3/5P2/2P5/P6P/4R3 b - - 2 34,g6e6 e5f5 e6e1,891,스큐어
20Xbh,2rr2k1/4ppbp/2P3p1/pP6/5P1P/1R1bP3/P3K3/7R w - - 0 23,b3d3 d8d3 e2d3,892,우위 잡기
FgJ0X,8/5p2/4pk2/3p2pp/5P1r/4P1K1/R4P2/8 w - - 0 53,f4g5 f6g5 f2f4 h4f4 e3f4,892,어트랙션
0aFx6,8/1pK5/8/p1P5/P2k4/8/8/8 b - - 6 63,d4c5 c7b7 c5b4 b7a6 b4a4,892,결정적 우위
0nRfY,4rR2/2p1P1pp/8/2p5/3r4/4R1P1/kp2K2P/8 w - - 0 41,f8e8 b2b1q e8a8,892,결정적 우위
4XHXZ,8/1R3p1k/6pp/p1p5/P7/6PP/3q1rQK/8 w - - 3 48,b7f7 f2f7 g2d2,892,디플렉션
0FaAY,4rrk1/2q2ppp/p2p4/1p1P3n/2pQB3/P1P1RP2/1P4PP/4R1K1 w - - 5 25,e4h7 g8h7 e3e8 f8e8 e1e8,892,디스커버드 어택
1a8r9,6k1/pp3p2/2p2pp1/8/3PQbq1/P1P2N2/1P3PP1/6K1 b - - 1 25,f4h2 f3h2 g4e4,892,디스커버드 어택
1w8Da,bnq2rk1/5ppp/4pn2/1pb1N1B1/8/5NP1/1PQ1PPBP/5RK1 b - - 3 15,c5f2 f1f2 c8c2,892,디스커버드 어택
01lB9,1qkr3r/pp1b2p1/5p2/3Pn2p/2PQ1B2/P2B2P1/5P1P/1R3RK1 b - - 0 21,e5f3 g1g2 f3d4 f4b8 c8b8,892,포크
3b24u,r3r1k1/p1p2pp1/1pnp1q1p/7n/2Q1P3/2P2N2/P2B1PPP/1R2R1K1 w - - 0 17,c4c6,892,매달린 기물
00HHN,4r2k/p4R1p/1p6/2p5/2P5/1P4R1/r5PP/2K5 b - - 1 32,e8e1,892,메이트 1수
049zW,r3k3/1p3p1p/p1p1p3/3pPp2/2P1n2P/PP4R1/1BQ1Nq2/R2K4 b q - 0 23,f2f1,892,메이트 1수
0CgNC,8/5kp1/1p4p1/3pn1K1/5NP1/1P6/P6P/8 b - - 1 29,e5f3,892,메이트 1수
0Bvtf,8/1k6/7P/K1R3B1/1PP5/8/8/3q4 b - - 8 61,d1a1 a5b5 a1a6,892,메이트 2수
1o5cE,1r5k/5Qpp/4R3/3n4/1q1P4/1P4P1/1q3PKP/8 w - - 0 36,e6e8 b8e8 f7e8 b4f8 e8f8,892,메이트 3수
4S9JQ,8/8/2R5/5p1P/8/1p1K4/1kp2P2/8 b - - 0 55,c2c1q c6c1 b2c1 h5h6 b3b2,892,승격
A7r7X,1r4k1/6p1/7p/8/1q5P/1pR3P1/1Q3P2/6K1 b - - 5 51,b4c3 b2c3 b3b2,892,희생
DeEqE,5rk1/pp3qpp/1b2p3/P2pP3/1Q6/6BP/1PP3P1/R6K b - - 0 27,f7f1 a1f1 f8f1 h1h2 b6g1,892,희생
cljA4,2r5/p3k3/P2pPp1p/3P1P2/1pB2KPP/1P6/8/8 b - - 4 53,c8c4 b3c4 b4b3,892,희생
0JQ6p,4k2r/1p2bppp/p7/4prP1/7P/8/PB2K3/2R4R w k - 4 24,c1c8 e8d7 c8h8,892,스큐어
1Z5c8,8/8/2K2R2/r7/8/4k3/8/8 b - - 22 80,a5a6 c6d5 a6f6,892,스큐어
1QA6g,rnb3k1/p1p2p2/1p1p1N1p/3Pr3/4p3/2P1P3/P1P2PPP/2KR1B1R b - - 0 14,g8g7 f6e4 e5e4,892,갇힌 기물
QDei2,8/8/8/7p/4p2P/3k1PP1/4p1K1/4N3 b - - 2 51,d3d2 f3e4 d2e1,892,갇힌 기물
d7Mjd,8/2p3k1/4bp2/p1p1p1p1/PpP1P3/1P2KP1q/5R2/1R3N2 w - - 2 47,f2h2 g5g4 h2h3,892,갇힌 기물
6pMQR,8/p4k1p/1p3Pp1/2p1P3/8/3r2P1/5RKP/8 w - - 0 53,e5e6 f7e6 f6f7,893,전진한 폰
0iC1N,3rr1k1/pp2qppp/2p3N1/8/6P1/1PP4P/1P2QP2/R3R1K1 b - - 0 20,e7e2 e1e2 e8e2,893,우위 잡기
2aE9Q,1r4k1/5rpp/5p2/P2Pn3/4PB2/2P1QP1q/5P2/R4RK1 b - - 0 22,e5f3 e3f3 h3f3,893,우위 잡기
Jmc9k,3r2k1/1p1P1Rnp/p3r1p1/8/3p4/1P5P/P5P1/5RK1 w - - 1 30,f7f8 d8f8 f1f8 g8f8 d7d8q,893,어트랙션
uJwFM,R7/P5kp/5rp1/n7/1p6/8/1P6/1K6 w - - 1 48,a8g8 g7g8 a7a8q,893,어트랙션
58Cv6,8/6k1/2p1p1p1/2PpP1P1/3Pp3/3qP3/5K2/7Q b - - 0 43,d3d2 f2g3 d2e3,893,디플렉션
8lI1l,6k1/5rp1/2r4p/5R2/8/5pP1/7P/3R2K1 w - - 2 42,d1d8 g8h7 f5f7,893,디플렉션
0OCs2,r4bk1/pp1q1pp1/2n1rn1p/3p1N2/2pP1B2/P1P2Q1P/1P1N1PP1/1R2R1K1 b - - 8 24,e6e1 b1e1 d7f5,893,디스커버드 어택
0Q1bE,2r1r1k1/pR3ppp/1p6/1Pb5/2B5/2P1P2P/6P1/5RK1 b - - 0 28,c5e3 g1h1 c8c4,893,디스커버드 어택
1A9Up,r5k1/p4pp1/2pq3p/2NpR3/1P6/6Q1/P1P3b1/2K5 w - - 2 27,e5e8 a8e8 g3d6,893,디스커버드 어택
1LxAW,6k1/pp4p1/3pp2p/6nQ/4P3/P2B2P1/2P3KP/2q5 w - - 0 28,h5e8 g8h7 e4e5,893,디스커버드 어택
07uUg,2R5/1p4pk/5pp1/4p3/1q2P3/4nR2/1B4PP/7K w - - 3 35,f3h3,893,메이트 1수
0FGo8,r4rk1/1p6/3Qbq1p/6pP/4P1P1/pP1B4/P1P5/1K1R3R b - - 0 26,f6b2,893,메이트 1수
0xmNm,r4qrk/5p2/p2p1Pp1/1p1bp2p/4P2Q/1n4P1/PPP2KP1/R6R w - - 0 24,h4h5 g6h5 h1h5 f8h6 h5h6,893,메이트 3수
0RBm7,rnbqk2r/1p2bppp/2p5/p3p3/8/2QPPNP1/PP3PBP/R1B1K2R b KQkq - 1 10,e7b4 c1d2 b4c3,893,핀
BJXXt,1r6/p2kpp1p/3p4/2pP4/1rB1b3/1P2P1P1/P4R1P/2K3R1 b - - 2 25,b4c4 b3c4 b8b1,893,희생
sD1DK,8/pp6/2p3k1/2P5/1P2PKNN/1P5p/6r1/8 b - - 4 46,g6h5 h4g2 h3g2,893,희생
y8mYw,8/3B4/2Pk4/5K1P/4pb2/8/8/8 b - - 1 55,e4e3 f5f4 e3e2,893,희생
z87zJ,2k4r/pp3R2/2p1p3/8/3P4/4p2r/PPP1R2N/7K b - - 1 34,h3h2 e2h2 h8h2 h1h2 e3e2 h2g2 e2e1q,893,희생
0FrOg,6k1/6pp/4p3/B7/P6r/8/5PP1/R4K2 b - - 0 31,h4h1 f1e2 h1a1,893,스큐어
0ME21,2kr4/2p1R1pp/5p2/R7/5PP1/7P/1Pr5/6K1 w - - 1 32,a5a8 c8b7 a8d8,893,스큐어
179Ay,6k1/3r3p/1pn2qpP/p1p2pQ1/1nPbp3/1P4P1/P2R1P2/2B1R1K1 w - - 4 40,g5f6 d4f6 d2d7,894,우위 잡기
KU8ve,8/6pk/5p1p/p3p3/Q3P3/7P/2p2PPK/2r5 b - - 3 40,c1h1 h2h1 c2c1q,894,어트랙션
06kCf,4r1k1/ppp1q1b1/3p2pp/2nP4/2P2P2/3QR3/PP4PP/R5K1 w - - 4 21,e3e7 c5d3 e7e8,894,결정적 우위
11Zkj,r1bq1rk1/pp3pp1/2n2b1p/3Q4/8/P1N1PN1P/1P3PP1/R3KB1R b KQ - 0 13,f6c3 b2c3 d8d5,894,결정적 우위
3JE9D,8/p4p2/1p4p1/3k3p/4nP2/2PK2PP/PP6/8 w - - 3 43,c3c4 d5c5 d3e4,894,디플렉션
14TcK,1k1r1b1r/ppp3pp/4Bn2/q3p3/3N4/2N5/PPP2PPP/R1BR2K1 w - - 2 12,d4c6 b7c6 d1d8,894,디스커버드 어택
1JrHT,5rk1/1b4p1/p7/2b1p3/2PpP3/1P3P2/PN2B2P/5RK1 b - - 2 34,d4d3 g1g2 d3e2,894,디스커버드 어택
1zuGA,4r3/p4p1p/k1p1b1p1/1pPp4/3q4/NB3PP1/PP2Q1KP/R6R b - - 1 25,e6h3 g2h3 e8e2,894,디스커버드 어택
0Jzhb,1r2kb2/2qb2pr/3p4/p1pP4/P3pP2/1P2P3/1BQ1K2P/6RR w - - 0 28,c2e4 e8d8 e4h7,894,포크
03ooN,r1b4k/p4n2/1qpQpr1p/1p6/2p1B2P/P1N2P2/1P6/2KR4 w - - 4 27,d6f8,894,메이트 1수
04HLq,8/5kpp/4p3/2P1P3/qP6/5rP1/1Q1R3P/2K5 b - - 2 29,f3f1 d2d1 a4d1,894,메이트 2수
07a30,5rk1/p5b1/bq4pB/8/4Q2R/2P5/PP3PPP/3R2K1 b - - 16 27,b6f2 g1h1 f2f1 d1f1 f8f1,894,메이트 3수
1Nmj5,4br1k/1p4pp/3qB3/2p2P2/7R/8/5QKP/8 w - - 0 38,h4h7 h8h7 f2h4 e8h5 h4h5,894,메이트 3수
1l7MZ,r1b1r1k1/pp3ppp/2p5/8/5Q2/2P5/PP1Pq1PP/R1B2RK1 w - - 0 16,f4f7 g8h8 f7f8 e8f8 f1f8,894,메이트 3수
0aGr2,8/4k3/1B1r2pp/8/1P6/2P1KP2/7P/8 w - - 1 34,b6c5 e7d7 c5d6,894,핀
1TNMS,5bk1/p2b4/1p2p1Bp/3p4/3Q4/8/1P2P3/6K1 b - - 0 43,f8c5 d4c5 b6c5,894,핀
4MaCG,8/8/p3K2p/1p6/1P1pkPp1/P5P1/8/6B1 b - - 1 43,d4d3 f4f5 d3d2 f5f6 d2d1q,894,승격
0ijhr,r5k1/p5p1/6p1/2PR4/5r2/6N1/P4bPP/5R1K b - - 0 32,f2g3 f1f4 g3f4,895,우위 잡기
1qyoe,3r2k1/1p3ppp/8/p7/1nPP4/8/1Kb3PP/4NB1R w - - 2 23,e1c2 b4c2 b2c2,895,우위 잡기
2bvQH,r3k2r/1pp2pb1/p3p1p1/n5Pp/3q1B1P/P1NQ1P2/1PP5/2KR3R w kq - 0 18,d3d4 g7d4 d1d4,895,우위 잡기
0Zuoy,8/p7/1p3Pkp/3pP1p1/1P1P2K1/P3P1R1/r7/8 b - - 2 44,h6h5 g4h3 g5g4 g3g4 h5g4,895,결정적 우위
0zNaZ,8/6k1/5rn1/p2pr3/2pK4/8/P1P3R1/6R1 w - - 0 41,g2g6 f6g6 g1g6 g7g6 d4e5,895,결정적 우위
9wXP6,rnb1k2r/pp1p1p1p/4p3/q1pP4/2P5/2P5/P3PPPP/R2QKBNR b KQkq - 0 9,a5c3 d1d2 c3a1,895,디플렉션
CA9hD,7r/p1p2ppp/1k2p3/2b5/2PN2n1/2N3q1/PP4B1/R1BR1K2 w - - 6 19,c3a4 b6a6 a4c5,895,디플렉션
282vK,1r4k1/4b1p1/1Bpp1r1p/P3p3/2P1Pp2/2NP1b1q/P5RP/1R3QK1 w - - 0 30,g2g7 g8g7 f1h3,895,디스커버드 어택
050OP,6r1/8/2k2p2/5N1p/1PP2p2/3K4/6PP/8 w - - 5 47,f5e7 c6d7 e7g8,895,포크
0kQhC,8/8/8/4ppK1/4k3/3R2P1/8/8 b - - 0 72,e4d3 g5f5 e5e4 g3g4 e4e3 g4g5 e3e2 g5g6 e2e1q,895,승격
vJqTA,8/8/3p4/1P1Pp3/3kPb1p/3B3K/8/8 w - - 2 61,b5b6 d4d3 b6b7,895,희생
7YKbp,8/8/6k1/8/4Rr2/3Kp1P1/8/8 b - - 2 70,f4e4 d3e4 e3e2,896,전진한 폰
12FxW,2rrn1k1/1q3p1p/p5pb/P2BP3/5P2/6P1/1B5P/R2R2K1 w - - 0 26,d5b7 d8d1 a1d1,896,우위 잡기
28epx,5rk1/7p/5rp1/1Nqpp1Q1/Ppn5/8/2P3PP/R4R1K w - - 2 29,f1f6 f8f6 g5f6,896,우위 잡기
vHgyj,5rk1/pp1q1rbp/3p2p1/2pP4/2N1p3/1PP2RP1/P4QKP/5R2 w - - 0 28,f3f7 f8f7 f2f7 d7f7 f1f7 g8f7 c4d6,896,어트랙션
0Jrpo,8/8/p7/1p4K1/1P4p1/1P3kP1/8/8 w - - 6 61,g5h4 f3e4 h4g4,896,결정적 우위
0tgwh,r3k2r/pb1n1ppp/1p2pn2/q2p4/2PP4/PPb2N2/2QBBPPP/R3K2R w KQkq - 0 12,d2c3 a5c3 c2c3,896,결정적 우위
14SFz,r1b4k/2pp2pp/pb1P1r2/1p2N2q/8/1Q6/PP3PPP/RN2R1K1 w - - 0 19,e5f7 h5f7 b3f7,896,결정적 우위
A19fH,8/1R3pkp/5bp1/3B4/2p1P3/6PK/2r4P/8 w - - 0 39,b7f7 g7h6 f7f6,896,디플렉션
A3Duq,6k1/5p2/1p2p1p1/1Q2N1P1/3Pb1Pp/8/q4P2/6K1 w - - 0 35,b5e8 g8h7 e8f7,896,디플렉션
ByjTt,r2qkbnr/ppp1pppp/4n3/3pP3/8/2Q4P/PPP2PP1/RNB1KB1R w KQkq - 2 8,f1b5 c7c6 b5c6 b7c6 c3c6 d8d7 c6a8,896,디플렉션
0ICKr,3r4/1b1q1pbk/p5p1/1p1Np2p/2p1P2P/P1P2P2/1PBQ1KP1/3R4 w - - 1 30,d5f6 g7f6 d2d7 d8d7 d1d7,896,디스커버드 어택
0YIyD,r1br2k1/pp3ppp/4pn2/2q5/8/2PB1N2/PP3PPP/R2QR1K1 w - - 4 14,d3h7 f6h7 d1d8,896,디스커버드 어택
1uUE9,4r1k1/3n1ppp/4q3/nppQ2B1/4P2N/1P4P1/5PBP/4R1K1 b - - 0 24,e6d5 e4d5 e8e1,896,디스커버드 어택
0A4hH,2r5/p3kp1R/1p2n1BP/4p3/8/2P2P2/PPP1KP2/8 b - - 0 27,e6f4 e2d2 f4g6,896,포크
4B4Xx,6k1/6p1/3Qpn1p/1p6/p1pPB3/P1P3P1/1P3KP1/8 b - - 0 33,f6e4 f2f3 e4d6,896,매달린 기물
4Yxcv,Nk6/p4ppp/5q2/8/8/5B2/PR3KPP/2R5 b - - 6 28,f6b2 f2e3 b2c1,896,매달린 기물
056Mv,r4rk1/pp2ppBp/1qnp2p1/8/2P1P1n1/1P3N2/P1B2PPP/R2QK2R b KQ - 0 14,b6f2,896,메이트 1수
0CauR,r1br2k1/pp2qpp1/2n1p3/2pn2NQ/3P3P/4P3/PP3PP1/RN2K2R w KQ - 4 13,h5h7 g8f8 h7h8,896,메이트 2수
0DZlM,8/4Q1pk/6r1/4R3/4Pp2/5P2/PP2n1PK/5R2 b - - 0 33,g6h6 e5h5 h6h5 e7h4 h5h4,896,메이트 3수
1ErA5,7k/6p1/1pp3r1/4p1r1/P3Pp2/2P2Pqp/Q2R2P1/5RK1 w - - 2 35,d2d8 h8h7 a2g8 h7h6 g8h8,896,메이트 3수
2QIC8,6k1/p2q1p2/bp2pQp1/4N2p/4PP1P/1P4PK/P7/8 b - - 10 37,a6f1 h3h2 d7d2 h2g1 d2g2,896,메이트 3수
3eAEA,8/8/1k6/4KP2/pp6/1p6/8/3B4 b - - 0 49,b3b2 f5f6 b2b1q,896,승격
U8xR7,7n/8/5K1P/2kp4/8/6P1/P4P2/8 b - - 4 46,d5d4 f6g7 d4d3 g7h8 d3d2 h6h7 d2d1q,896,희생
0M1aR,2k2r2/ppp5/2p5/4p2K/4P3/P1NP4/1PP5/6R1 b - - 0 29,f8h8 h5g4 h8g8 g4f3 g8g1,896,스큐어
0QJ1E,r5k1/6pp/2p1p1p1/3p4/3Pn3/4PN2/3B1PPP/4K2R b K - 2 22,a8a1 e1e2 a1h1,896,스큐어
2FVpa,6k1/5p2/8/3P4/1pR5/2p2K1P/2r3P1/8 b - - 1 39,b4b3 d5d6 b3b2,897,전진한 폰
2J8gj,6k1/pp4p1/4P3/3p1R2/3r4/P7/6KP/8 w - - 0 35,e6e7 d4e4 f5f8,897,전진한 폰
6Wtrw,6k1/8/8/P5p1/1P2n2p/8/2K5/8 w - - 0 52,a5a6 g8f7 a6a7,897,전진한 폰
BkHVx,8/p7/1pB4p/1K2k1p1/4P1P1/7P/P1n5/8 b - - 1 38,c2d4 b5a6 d4c6,897,디플렉션
0Svhq,k4r1r/1pn5/p1p5/2Pp1q2/PP1PpP2/1Q4pP/1R1B2P1/1K3R2 b - - 2 36,e4e3 b1a1 e3d2,897,디스커버드 어택
0DjYX,4r1k1/6pp/3pqp2/8/3QPn2/5P1P/6P1/B2R2K1 b - - 3 31,f4e2 g1h1 e2d4,897,포크
23zUX,1r3rk1/p3bppp/2q1b3/3Np3/4n3/2P2NP1/4BP1P/R1BR2K1 w - - 0 22,d5e7 g8h8 e7c6,897,매달린 기물
2dWil,2r2r2/p4ppp/1p1kp3/3p4/B2P1Pb1/4P3/PP4PP/RNB1K2R b KQ - 1 16,c8c1 e1d2 c1h1,897,매달린 기물
08aB8,3r2k1/p3R1pp/1b4r1/3b4/4Q3/2q1PN2/P4PPP/5RK1 w - - 7 26,e7e8 d8e8 e4e8,897,메이트 2수
10s9o,8/8/1R5p/5ppk/8/5K1P/2r2PP1/8 w - - 4 40,g2g4 f5g4 h3g4 h5h4 b6h6,897,메이트 3수
2MHK2,6k1/5pp1/6qp/1bp5/p7/P4P1P/1PQ3P1/1KR5 b - - 3 34,b5d3 c2d3 g6d3,897,핀
2dtnS,2b1n1k1/p3B2p/2p3p1/2N5/2P5/1P2N3/6PP/b5K1 b - - 0 28,a1d4 g1f1 d4e3,897,핀
3QpoB,6k1/1pPb1pbp/3p2p1/2pP1p2/r1P5/4P1P1/5PBP/1Q4K1 b - - 1 23,a4a1 b1a1 g7a1,897,핀
4srWk,6r1/pB1k1p1p/5pb1/8/1K6/P6P/5PP1/2R5 b - - 0 28,g8b8 b4a5 b8b7,897,핀
g6153,8/2p3k1/P1N5/5K2/1p1b4/6P1/8/8 b - - 0 52,b4b3 c6d4 b3b2 f5e5 b2b1q,897,희생
WyOQp,8/5kbQ/2pp2p1/p1p2r2/5p2/2PP1P1P/PP4P1/6K1 b - - 0 27,f5h5 h7h5 g6h5,897,갇힌 기물
1vjLA,8/6R1/1pr3p1/p1k2p1p/1PP4P/P2K2P1/8/8 b - - 0 45,a5b4 a3b4 c5b4,898,우위 잡기
1xq28,r2qnrk1/pp3p1p/2b2Np1/6P1/3Q3P/5P2/PPP5/2KR1B1R b - - 4 18,e8f6 d4f6 d8f6,898,우위 잡기
0Mprk,6k1/8/8/2pP1p1p/Pp3K1P/1P6/8/8 b - - 1 45,c5c4 b3c4 b4b3,898,결정적 우위
0aNsP,r5k1/1b3ppp/p2q1n2/1p1Pr3/5Q2/P1N5/BP3PPP/2RR2K1 b - - 5 23,e5e1 d1e1 d6f4,898,디스커버드 어택
0zQMO,8/7p/6p1/3k1p2/1B3PP1/2P2K1P/3r4/8 w - - 1 44,c3c4 d5c4 b4d2,898,디스커버드 어택
1t1Pt,2kr2r1/pp4p1/3b3p/2p5/2P1R3/P1B5/1PP3PP/3R2K1 b - - 1 19,d6h2 g1h2 d8d1,898,디스커버드 어택
00AGs,rn5Q/4kp2/2p1p1r1/1q4p1/8/8/4NPPP/3R1K1R w - - 6 24,h8d8,898,메이트 1수
07QCf,q3k2r/p1p2ppp/Q7/1N2p3/1bpn2n1/6P1/PP2PP1P/R1B2RK1 b k - 0 13,d4e2,898,메이트 1수
052j3,1k1rN3/p4ppp/2q5/P1B5/8/2P1Q3/P4PPP/RN4K1 b - - 0 25,d8d1 e3e1 d1e1,898,메이트 2수
0ary2,5r1k/2pQ2p1/7p/2qp4/8/8/PP3PPP/3R2K1 b - - 0 26,c5f2 g1h1 f2f1 d1f1 f8f1,898,메이트 3수
1dhJZ,8/6p1/4p1k1/P7/2P1Q1q1/1P4Pp/3r1P1P/4R1K1 b - - 0 34,g4e4 e1e4 d2d1 e4e1 d1e1,898,메이트 3수
2C3Aa,5r1k/pp1RQ1pp/nqp5/8/8/8/5PPP/3R2K1 b - - 2 25,b6f2 g1h1 f2f1 d1f1 f8f1,898,메이트 3수
4bGsb,8/8/8/8/1kp3p1/2R5/1K3bPP/8 b - - 1 49,f2d4 b2c2 d4c3,898,핀
5NwKW,1bk5/2q3p1/8/P2Qp3/1P6/2p1P1BP/5PP1/6K1 b - - 0 44,c3c2 g1h2 c2c1q,898,승격
6VzHB,7k/5R2/5P2/6P1/5PK1/8/7p/7r b - - 0 53,h1g1 g4f5 h2h1q,898,승격
ryp7g,8/5p1k/2P3pp/p2n4/4NP2/7P/6P1/6K1 w - - 0 37,e4f6 d5f6 c6c7,898,희생
049u9,7R/8/3k4/5K2/8/8/8/3r4 w - - 22 72,h8d8 d6c6 d8d1,898,스큐어
0ZdMv,6R1/8/8/5k2/7K/8/8/5r2 b - - 14 65,f1h1 h4g3 h1g1 g3f2 g1g8,898,스큐어
0v2jJ,r5k1/pppn1pp1/3pr2p/4qQ2/8/3B3P/P1P2PP1/R4RK1 w - - 0 21,f5h7 g8f8 h7h8 f8e7 h8a8,898,스큐어
1LiJy,8/5r2/8/4p3/5k2/R7/6K1/8 w - - 4 62,a3f3 f4e4 f3f7,898,스큐어
0XUWV,r4rk1/pp2nppp/2p1p3/Q2pP3/PPbP1N1P/6P1/5P2/2R1R1K1 b - - 0 22,b7b6 c1c4 b6a5,898,갇힌 기물
3Jyjw,8/7n/4k2P/4p1K1/8/5PP1/8/8 w - - 3 48,g5g6 h7f6 h6h7 f6h7 g6h7,899,전진한 폰
HdoJ6,r2qk2r/p4ppp/1p2p3/nb6/Q2P4/P1P1PN2/6PP/2R2RK1 w kq - 0 16,a4b5 d8d7 b5d7 e8d7 f3e5,899,어트랙션
0NFRA,8/6K1/8/3k1p2/5P2/8/8/8 w - - 3 78,g7f6 d5e4 f6g5,899,결정적 우위
4yzCp,8/8/p7/Pp1kPp1p/1P1Bb2P/4K3/8/8 b - - 8 58,f5f4 e3f4 d5d4,899,디플렉션
0ltZt,r4k2/6p1/2pq1p1p/1p1pR3/3P1Q2/2P2PP1/1P5P/5K2 w - - 0 33,e5e8 f8e8 f4d6,899,디스커버드 어택
1ZYG2,8/p2r2k1/1ppBp2p/4P1p1/2P5/1P1R3P/P2p1KP1/3b4 w - - 2 36,d6f8 g7f8 d3d7,899,디스커버드 어택
1jXmA,3r2k1/5pp1/2p4p/3Bp3/Pq2P3/1Pr4P/3Q1PP1/5RK1 w - - 0 38,d5f7 g8f7 d2d8,899,디스커버드 어택
0KKnF,6k1/8/4nn1q/3p4/1P4P1/P2Q3P/5PK1/4R3 b - - 6 33,e6f4 g2f1 f4d3,899,포크
08tTe,7r/1p2pk2/p2p1pp1/3P4/2P1RR1r/1P5P/1PB2nP1/7K w - - 5 32,f4f2 h4e4 c2e4,899,매달린 기물
4P0Q7,8/8/6p1/1K6/P6p/6k1/5N2/8 b - - 2 59,g3f2 a4a5 h4h3 a5a6 h3h2,899,매달린 기물
02zzS,5rk1/pp3p2/3p2p1/2pP4/2P1PN1p/4RP1q/PP3QrP/4R2K b - - 0 29,h3h2,899,메이트 1수
01sr1,8/k7/p5R1/1p5p/3b1P1K/1P1r3P/1P2R1P1/3r4 w - - 1 49,e2e7 a7b8 g6g8,899,메이트 2수
0Aqek,3r1rk1/1p6/p1b1p2b/2p1B3/2P3P1/4P3/qPQ1BP2/2K2R2 w - - 0 25,c2g6 h6g7 g6g7,899,메이트 2수
0HCu3,7k/pR3rpb/3p4/2b2PpR/4P3/8/P1r5/5K2 w - - 0 35,b7b8 f7f8 b8f8,899,메이트 2수
1qYyw,5k2/pp2b1n1/8/4P1pp/3N2P1/P4P2/1P5B/6K1 b - - 0 31,e7c5 g1g2 c5d4,899,핀
4z4ZZ,r4k1r/1b3ppp/p2q4/1p6/1Pp5/2PpB3/1P3PPP/R2QR1K1 w - - 0 19,e3c5 d6c5 b4c5,899,핀
365Bp,8/8/1KQ3qk/7p/1P6/P7/8/8 b - - 2 58,g6c6 b6c6 h5h4 b4b5 h4h3 b5b6 h3h2 b6b7 h2h1q,899,승격
5zUqe,8/8/1p3pK1/8/2k3P1/8/8/8 w - - 2 57,g6f6 b6b5 g4g5 b5b4 g5g6 b4b3 g6g7 c4c3 g7g8q,899,승격
6hxjk,1r3rk1/1b4b1/p6Q/np1qNp2/P1pP1P2/2P3R1/1P4PP/R1B4K b - - 0 25,d5g2 g3g2 b7g2 h1g2 g7h6,899,희생
Og8Fo,8/6k1/4K1p1/5nP1/5P2/5N1p/8/8 b - - 1 77,f5d4 f3d4 h3h2,899,희생
16cre,8/8/8/4B3/8/4Kpk1/8/8 b - - 2 52,g3g2 e5c7 f3f2,900,전진한 폰
05JUF,r1r3k1/pq3ppp/2n1pn2/8/2NP4/2B3P1/4PP1P/R2Q1RK1 w - - 3 18,c4d6 b7d7 d6c8,900,포크
01lNV,4r1k1/pppq2b1/2bp1Npp/5p2/2P4N/7P/PP1BQPP1/4R1K1 b - - 1 24,g7f6 e2e8 d7e8 e1e8 c6e8,900,매달린 기물
093zF,r1b1r1k1/pp1p1ppn/1b1P1q1p/4N3/2B4P/P1NQ4/1P3PP1/R1B2K1R b - - 0 16,f6f2,900,메이트 1수
